"","Presence_abs","X","Y","ID","bio_01","bio_02","bio_03","bio_04","bio_05","bio_06","bio_07","bio_08","bio_09","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19","Bare","Crop","Grass","Shrub","Tree","Urban","slope","aspect","T.rough_index","flowdir","Roughness","Elevation"
"1",1,216239.355508457,3190883.9367467,1,18.0142841339111,16.0084896087646,60.7498626708984,316.792602539062,33.3819961547852,7.03051996231079,26.3514747619629,15.7493143081665,23.2558250427246,23.2558250427246,14.2403078079224,668.490905761719,127.218070983887,1.15134620666504,82.6291885375977,372.051940917969,4.96922302246094,4.96922302246094,276.773834228516,0,13.8883275985718,30,31.8907680511475,38.2288627624512,0,10.3038578033447,356.106536865234,25.1752700805664,128,71.92431640625,884.105407714844
"2",1,217614.88172486,3191827.08922347,2,19.3728504180908,17.5526676177979,62.672534942627,319.385284423828,35.4887390136719,7.48182916641235,28.006908416748,17.043966293335,24.698450088501,24.698450088501,15.5899744033813,678.158813476562,125.012725830078,1.23730623722076,81.3966445922852,373.931030273438,6.13128614425659,6.13128614425659,273.11376953125,0,0,28.1952381134033,18.1952381134033,50,0,29.0216770172119,118.362907409668,43.289665222168,2,151.703857421875,746.857421875
"3",1,217199.051387363,3193409.2344374,3,21.7865390777588,17.7876930236816,64.3508377075195,304.439361572266,37.4998664855957,9.85815048217773,27.641716003418,19.6284828186035,26.9587917327881,26.9587917327881,18.2328872680664,460.138336181641,93.528938293457,0.771689891815186,86.4588394165039,272.135009765625,4.06749391555786,4.06749391555786,175.677810668945,0,0,37.7885093688965,23.3172378540039,36.6827621459961,0,19.544189453125,319.021545410156,43.8621444702148,32,146.936889648438,389.013092041016
"4",1,216911.947835232,3193811.60890046,4,22.4974193572998,17.651050567627,64.5320739746094,300.160522460938,38.0226173400879,10.6702938079834,27.3523254394531,20.4037380218506,27.6043701171875,27.6043701171875,19.0036506652832,415.979736328125,86.1646957397461,0.667988479137421,88.037467956543,250.773818969727,3.52161598205566,3.52161598205566,157.069183349609,89.2274398803711,0,4.30902338027954,2.15451169013977,4.30902338027954,0,30.9374923706055,85.7484359741211,44.3927345275879,1,143.31916809082,263.46923828125
"5",1,219501.947873253,3192795.47799867,5,21.7138423919678,18.0024509429932,64.2032241821289,305.045806884766,37.7074966430664,9.66769981384277,28.039794921875,19.5249710083008,26.80322265625,26.80322265625,18.1153049468994,522.516662597656,98.9058532714844,1.45893037319183,80.2223205566406,285.405822753906,6.55915069580078,6.55915069580078,205.254653930664,0,18.6642742156982,30.473295211792,31.4191150665283,20.6397552490234,0,36.610034942627,118.700637817383,62.0238800048828,1,157.093048095703,253.374145507812
"6",1,214882.229995333,3190110.53248531,6,17.2111797332764,15.548378944397,60.6134490966797,315.992584228516,32.2249717712402,6.57327318191528,25.6516971588135,14.9503679275513,22.490894317627,22.490894317627,13.4531021118164,703.778442382812,137.249984741211,1.33087825775146,84.5165939331055,396.209075927734,4.65068960189819,4.65068960189819,293.470153808594,0,0,36.8965530395508,20,43.1034469604492,0,9.82368850708008,282.601806640625,13.3235549926758,16,40.3850708007812,947.497924804688
"7",1,216222.530908254,3190855.17355957,7,18.0142841339111,16.0084896087646,60.7498626708984,316.792602539062,33.3819961547852,7.03051996231079,26.3514747619629,15.7493143081665,23.2558250427246,23.2558250427246,14.2403078079224,668.490905761719,127.218070983887,1.15134620666504,82.6291885375977,372.051940917969,4.96922302246094,4.96922302246094,276.773834228516,0,13.8883275985718,30,31.8907680511475,38.2288627624512,0,10.3038578033447,356.106536865234,25.1752700805664,128,71.92431640625,884.105407714844
"8",1,217917.84319029,3192450.01605752,8,20.5845050811768,18.0486526489258,63.7648162841797,315.201507568359,36.7481460571289,8.44314193725586,28.305004119873,18.2806129455566,25.8826541900635,25.8826541900635,16.8700752258301,585.720947265625,111.58960723877,1.11870765686035,82.2329864501953,327.40771484375,5.62139749526978,5.62139749526978,291.795623779297,0,0,36.0822982788086,22.213939666748,52.8315544128418,0,17.0403003692627,87.5786285400391,27.4241676330566,2,120.644378662109,559.507019042969
"9",1,226128.636483515,3190303.66304259,9,17.7412719726562,12.8040552139282,62.1121520996094,246.493133544922,29.0493755340576,8.43497085571289,20.6144046783447,16.3405323028564,21.5769062042236,21.5769062042236,14.6786918640137,990.441772460938,157.158340454102,7.24010944366455,67.2343215942383,470.131561279297,34.7283592224121,34.7283592224121,389.092193603516,0,57.697639465332,6.54570484161377,0,0,0,0.42337754368782,142.677795410156,0.577316284179688,2,3.8131103515625,716.691162109375
"10",1,224604.894456798,3191290.7037047,10,18.9566783905029,12.8868856430054,63.0111122131348,247.34912109375,30.2270565032959,9.77529048919678,20.4517650604248,17.674295425415,22.8251800537109,22.8251800537109,15.9236650466919,799.492858886719,127.499671936035,5.91370344161987,67.9919967651367,380.591583251953,25.4211902618408,25.4211902618408,315.182830810547,0,0,31.2118797302246,18.7881202697754,46.3643608093262,0,11.3898992538452,351.716827392578,39.2984886169434,64,94.7074584960938,484.067962646484
